Section,Content,Question,Options,Answer,Note
Grammar,今日は朝からいいこと（　）の一日だった。,空欄に入る適切な言葉は？,"[""\u305a\u304f\u3081"", ""\u307e\u307f\u308c"", ""\u3060\u3089\u3051"", ""\u3063\u3071\u306a\u3057""]",A,「～ずくめ」は、すべてそればかりであることを表します。
Grammar,この祭りは、準備から片付け（　）一週間かかる。,空欄に入る適切な言葉は？,"[""\u306b\u81f3\u308b\u307e\u3067"", ""\u306b\u969b\u3057\u3066"", ""\u306b\u304b\u3051\u3066"", ""\u306b\u308f\u305f\u3063\u3066""]",A,「～に至るまで」は、範囲がそこまで及ぶことを強調します。
Reading,近年、AI（人工知能）の進化は目覚ましく、私たちの生活のあらゆる場面に浸透している。しかし、その利便性の裏で、倫理的な問題が浮上している。例えば、AIによる意思決定のプロセスが不透明である「ブラックボックス化」の問題だ。AIがなぜその結論に至ったのかが人間には理解できない場合、その結果に責任を持てるのは誰なのか。技術の進歩に法整備や倫理観の醸成が追いついていないのが現状である。,筆者がAIについて最も懸念していることは何か。,"[""AI\u306e\u9032\u5316\u304c\u901f\u3059\u304e\u3066\u4eba\u9593\u304c\u3064\u3044\u3066\u3044\u3051\u306a\u3044\u3053\u3068"", ""AI\u306e\u610f\u601d\u6c7a\u5b9a\u30d7\u30ed\u30bb\u30b9\u304c\u4e0d\u660e\u78ba\u3067\u8cac\u4efb\u306e\u6240\u5728\u304c\u66d6\u6627\u306a\u3053\u3068"", ""AI\u304c\u4eba\u9593\u306e\u4ed5\u4e8b\u3092\u596a\u3044\u3001\u751f\u6d3b\u3092\u8105\u304b\u3059\u3053\u3068"", ""AI\u306e\u5229\u4fbf\u6027\u304c\u9ad8\u3059\u304e\u3066\u4eba\u9593\u304c\u6020\u6162\u306b\u306a\u308b\u3053\u3068""]",B,本文では「ブラックボックス化」と「責任を持てるのは誰か」という点が強調されています。
Reading,近年、AI（人工知能）の進化は目覚ましく、私たちの生活のあらゆる場面に浸透している。しかし、その利便性の裏で、倫理的な問題が浮上している。例えば、AIによる意思決定のプロセスが不透明である「ブラックボックス化」の問題だ。AIがなぜその結論に至ったのかが人間には理解できない場合、その結果に責任を持てるのは誰なのか。技術の進歩に法整備や倫理観の醸成が追いついていないのが現状である。,「ブラックボックス化」とはどういう意味か。,"[""AI\u304c\u9ed2\u3044\u7bb1\u306e\u4e2d\u306b\u9589\u3058\u8fbc\u3081\u3089\u308c\u3066\u3044\u308b\u3053\u3068"", ""AI\u306e\u5185\u90e8\u69cb\u9020\u304c\u7269\u7406\u7684\u306b\u898b\u3048\u306a\u3044\u3053\u3068"", ""AI\u304c\u7d50\u8ad6\u3092\u51fa\u3059\u307e\u3067\u306e\u904e\u7a0b\u304c\u4eba\u9593\u306b\u306f\u5206\u304b\u3089\u306a\u3044\u3053\u3068"", ""AI\u304c\u8aa4\u3063\u305f\u60c5\u5831\u3092\u5b66\u7fd2\u3057\u3066\u3057\u307e\u3046\u3053\u3068""]",C,「意思決定のプロセスが不透明である」という記述から判断します。
Reading,近年、AI（人工知能）の進化は目覚ましく、私たちの生活のあらゆる場面に浸透している。しかし、その利便性の裏で、倫理的な問題が浮上している。例えば、AIによる意思決定のプロセスが不透明である「ブラックボックス化」の問題だ。AIがなぜその結論に至ったのかが人間には理解できない場合、その結果に責任を持てるのは誰なのか。技術の進歩に法整備や倫理観の醸成が追いついていないのが現状である。,現在の状況を筆者はどう述べているか。,"[""\u6cd5\u6574\u5099\u304c\u5b8c\u74a7\u306a\u306e\u3067AI\u3092\u5b89\u5fc3\u3057\u3066\u4f7f\u3048\u308b"", ""\u502b\u7406\u89b3\u306e\u91b8\u6210\u304c\u6280\u8853\u306e\u9032\u6b69\u3092\u8ffd\u3044\u8d8a\u3057\u3066\u3044\u308b"", ""\u6280\u8853\u306e\u9032\u6b69\u306b\u5bfe\u3057\u3066\u6cd5\u3084\u502b\u7406\u306e\u5bfe\u5fdc\u304c\u9045\u308c\u3066\u3044\u308b"", ""AI\u306e\u5229\u7528\u3092\u6cd5\u5f8b\u3067\u5168\u9762\u7684\u306b\u7981\u6b62\u3059\u3079\u304d\u3067\u3042\u308b""]",C,最後の一文「技術の進歩に法整備や倫理観の醸成が追いついていない」が根拠です。
Reading,日本の伝統的な美意識の一つに「わび・さび」がある。これは、不完全なものや、時の経過によって変化していくものに美を見出す考え方である。豪華絢爛な美しさとは対照的に、質素で静かな佇まいの中に精神的な豊かさを感じる。現代の消費社会では、常に新しく完璧なものが求められがちだが、古びたものの中に宿る趣を理解する心は、私たちが忘れてはならない視点ではないだろうか。,「わび・さび」の説明として正しいものはどれか。,"[""\u65b0\u3057\u304f\u3066\u5b8c\u74a7\u306a\u3082\u306e\u306b\u4fa1\u5024\u3092\u7f6e\u304f\u8003\u3048\u65b9"", ""\u8c6a\u83ef\u3067\u6d3e\u624b\u306a\u88c5\u98fe\u3092\u597d\u3080\u7f8e\u610f\u8b58"", ""\u4e0d\u5b8c\u5168\u3055\u3084\u7d4c\u5e74\u5909\u5316\u306b\u7f8e\u3057\u3055\u3092\u611f\u3058\u308b\u610f\u8b58"", ""\u7cbe\u795e\u7684\u306a\u8c4a\u304b\u3055\u3088\u308a\u3082\u7269\u8cea\u7684\u306a\u8c4a\u304b\u3055\u3092\u91cd\u8996\u3059\u308b\u8003\u3048\u65b9""]",C,「不完全なものや、時の経過によって変化していくものに美を見出す」という記述に基づきます。
Reading,日本の伝統的な美意識の一つに「わび・さび」がある。これは、不完全なものや、時の経過によって変化していくものに美を見出す考え方である。豪華絢爛な美しさとは対照的に、質素で静かな佇まいの中に精神的な豊かさを感じる。現代の消費社会では、常に新しく完璧なものが求められがちだが、古びたものの中に宿る趣を理解する心は、私たちが忘れてはならない視点ではないだろうか。,筆者は現代の消費社会をどのように捉えているか。,"[""\u300c\u308f\u3073\u30fb\u3055\u3073\u300d\u306e\u7cbe\u795e\u304c\u6df1\u304f\u6d78\u900f\u3057\u3066\u3044\u308b\u793e\u4f1a"", ""\u65b0\u3057\u3055\u3084\u5b8c\u74a7\u3055\u3092\u904e\u5ea6\u306b\u8ffd\u6c42\u3059\u308b\u50be\u5411\u304c\u3042\u308b\u793e\u4f1a"", ""\u8cea\u7d20\u3067\u9759\u304b\u306a\u751f\u6d3b\u3092\u63a8\u5968\u3057\u3066\u3044\u308b\u793e\u4f1a"", ""\u4f1d\u7d71\u7684\u306a\u7f8e\u610f\u8b58\u3092\u6700\u3082\u5927\u5207\u306b\u3057\u3066\u3044\u308b\u793e\u4f1a""]",B,「常に新しく完璧なものが求められがちだが」という部分から読み取れます。
Reading,日本の伝統的な美意識の一つに「わび・さび」がある。これは、不完全なものや、時の経過によって変化していくものに美を見出す考え方である。豪華絢爛な美しさとは対照的に、質素で静かな佇まいの中に精神的な豊かさを感じる。現代の消費社会では、常に新しく完璧なものが求められがちだが、古びたものの中に宿る趣を理解する心は、私たちが忘れてはならない視点ではないだろうか。,筆者が最後に主張していることは何か。,"[""\u53e4\u3044\u3082\u306e\u306f\u3059\u3079\u3066\u6368\u3066\u3066\u65b0\u3057\u3044\u3082\u306e\u306b\u8cb7\u3044\u66ff\u3048\u308b\u3079\u304d\u3060"", ""\u8c6a\u83ef\u306a\u3082\u306e\u3060\u3051\u304c\u7cbe\u795e\u7684\u306a\u8c4a\u304b\u3055\u3092\u3082\u305f\u3089\u3059"", ""\u53e4\u3073\u305f\u3082\u306e\u306e\u8da3\u3092\u7406\u89e3\u3059\u308b\u5fc3\u3092\u5927\u5207\u306b\u3059\u3079\u304d\u3060"", ""\u4f1d\u7d71\u3092\u6368\u3066\u3066\u73fe\u4ee3\u7684\u306a\u7f8e\u610f\u8b58\u306b\u5408\u308f\u305b\u308b\u3079\u304d\u3060""]",C,「古びたものの中に宿る趣を理解する心は、私たちが忘れてはならない視点」という結びから判断します。
Reading,コミュニケーションの手段がデジタル化されたことで、私たちの生活は劇的に変化した。かつては手紙や電話が主流だったが、今やSNSやメールで瞬時に情報をやり取りできる。しかし、この「速さ」と「手軽さ」が、コミュニケーションの質を変質させてしまったのではないかという指摘がある。対面での会話では、言葉だけでなく、表情や声のトーン、間（ま）といった非言語的な情報が重要な役割を果たす。これらは相手の感情を深く理解するための手がかりとなる。一方、文字だけのやり取りでは、これらの情報が削ぎ落とされるため、誤解が生じやすい。また、短文でのやり取りが主流になることで、論理的に思考し、自分の考えを深く掘り下げて伝える機会が減っているようにも感じられる。デジタルツールはあくまで手段であり、それを使う人間がいかに「言葉の重み」を再認識するかが問われている。,デジタル化によるコミュニケーションの変化について、筆者はどう述べているか。,"[""\u624b\u7d19\u3084\u96fb\u8a71\u3088\u308a\u3082\u60c5\u5831\u306e\u6b63\u78ba\u6027\u304c\u5897\u3057\u305f"", ""\u901f\u3055\u3068\u624b\u8efd\u3055\u304c\u8cea\u306e\u5909\u8cea\u3092\u62db\u3044\u305f\u53ef\u80fd\u6027\u304c\u3042\u308b"", ""\u975e\u8a00\u8a9e\u7684\u306a\u60c5\u5831\u304c\u3088\u308a\u91cd\u8981\u8996\u3055\u308c\u308b\u3088\u3046\u306b\u306a\u3063\u305f"", ""\u5bfe\u9762\u3067\u306e\u4f1a\u8a71\u304c\u5168\u304f\u4e0d\u8981\u306b\u306a\u3063\u305f""]",B,「『速さ』と『手軽さ』が、コミュニケーションの質を変質させてしまったのではないか」という記述があります。
Reading,（同上）,対面での会話において、言葉以外に重要なものは何か。,"[""\u6587\u5b57\u306e\u7f8e\u3057\u3055\u3084\u6b63\u78ba\u3055"", ""\u8fd4\u4fe1\u306e\u901f\u3055\u3068\u624b\u8efd\u3055"", ""\u8868\u60c5\u3084\u58f0\u306e\u30c8\u30fc\u30f3\u306a\u3069\u306e\u975e\u8a00\u8a9e\u60c5\u5831"", ""SNS\u3067\u306e\u30d5\u30a9\u30ed\u30ef\u30fc\u306e\u6570""]",C,「表情や声のトーン、間（ま）といった非言語的な情報」が重要だと述べられています。
Reading,（同上）,文字だけのやり取りの欠点として挙げられているのはどれか。,"[""\u60c5\u5831\u304c\u591a\u3059\u304e\u3066\u51e6\u7406\u3067\u304d\u306a\u3044\u3053\u3068"", ""\u76f8\u624b\u306e\u611f\u60c5\u3092\u7406\u89e3\u3059\u308b\u305f\u3081\u306e\u60c5\u5831\u304c\u4e0d\u8db3\u3059\u308b\u3053\u3068"", ""\u8ad6\u7406\u7684\u306a\u601d\u8003\u304c\u904e\u5270\u306b\u6c42\u3081\u3089\u308c\u308b\u3053\u3068"", ""\u901a\u4fe1\u30b3\u30b9\u30c8\u304c\u9ad8\u3059\u304e\u308b\u3053\u3068""]",B,「非言語的な情報が削ぎ落とされるため、誤解が生じやすい」という点から判断します。
Reading,（同上）,短文でのやり取りが増えることで、どのような懸念があると述べているか。,"[""\u8a9e\u5f59\u529b\u304c\u98db\u8e8d\u7684\u306b\u5411\u4e0a\u3059\u308b\u3053\u3068"", ""\u81ea\u5206\u306e\u8003\u3048\u3092\u6df1\u304f\u6398\u308a\u4e0b\u3052\u3066\u4f1d\u3048\u308b\u6a5f\u4f1a\u304c\u6e1b\u308b\u3053\u3068"", ""\u8fd4\u4fe1\u3092\u5f85\u3064\u6642\u9593\u304c\u9577\u304f\u306a\u308b\u3053\u3068"", ""\u5bfe\u9762\u3067\u306e\u4f1a\u8a71\u304c\u5168\u304f\u3067\u304d\u306a\u304f\u306a\u308b\u3053\u3068""]",B,「論理的に思考し、自分の考えを深く掘り下げて伝える機会が減っている」と述べられています。
Reading,（同上）,筆者が最終的に重要だと考えていることは何か。,"[""\u30c7\u30b8\u30bf\u30eb\u30c4\u30fc\u30eb\u306e\u4f7f\u7528\u3092\u4e00\u5207\u3084\u3081\u308b\u3053\u3068"", ""\u3088\u308a\u9ad8\u6027\u80fd\u306a\u30c7\u30b8\u30bf\u30eb\u30c4\u30fc\u30eb\u3092\u958b\u767a\u3059\u308b\u3053\u3068"", ""\u4f7f\u3046\u4eba\u9593\u304c\u300c\u8a00\u8449\u306e\u91cd\u307f\u300d\u3092\u518d\u8a8d\u8b58\u3059\u308b\u3053\u3068"", ""\u3059\u3079\u3066\u306e\u4f1a\u8a71\u3092\u77ed\u6587\u3067\u6e08\u307e\u305b\u308b\u3053\u3068""]",C,最後の一文「それを使う人間がいかに『言葉の重み』を再認識するかが問われている」が結論です。
Listening,"男：佐藤さん、例の新製品のプロモーションの件だけど、進捗はどう？
女：はい、現在はターゲット層の絞り込みを終え、広告デザインの最終案を作成しているところです。来週の会議には提示できると思います。
男：そうか。ただ、最近の市場調査の結果を見ると、若年層よりもシニア層の反応が良いみたいなんだ。デザイン、少し落ち着いたトーンに変更できないかな？
女：えっ、そうなんですか？当初のコンセプトは「若者向けの革新性」でしたが…。
男：うん、コンセプト自体は悪くないんだが、実売を考えるとターゲットを広げるか、シフトした方がいいかもしれない。急で申し訳ないが、シニア層にも響くような修正案も一つ用意しておいてくれる？
女：わかりました。デザイナーと相談して、現行案とシニア向け案の2パターン準備します。",女の人は、来週の会議までに何をすることになりましたか？,"[""\u82e5\u8005\u5411\u3051\u306e\u30c7\u30b6\u30a4\u30f3\u6848\u3092\u5b8c\u6210\u3055\u305b\u308b"", ""\u30b7\u30cb\u30a2\u5c64\u306b\u7279\u5316\u3057\u305f\u5e02\u5834\u8abf\u67fb\u3092\u884c\u3046"", ""\u30c7\u30b6\u30a4\u30f3\u306e\u4fee\u6b63\u6848\u30922\u30d1\u30bf\u30fc\u30f3\u6e96\u5099\u3059\u308b"", ""\u65b0\u88fd\u54c1\u306e\u30b3\u30f3\u30bb\u30d7\u30c8\u3092\u5168\u9762\u7684\u306b\u767d\u7d19\u306b\u623b\u3059""]",C,「現行案とシニア向け案の2パターン準備します」という発言から判断します。
Listening,（同上）,男の人がデザインの変更を提案した理由は何ですか？,"[""\u30c7\u30b6\u30a4\u30ca\u30fc\u306e\u8155\u304c\u826f\u304f\u306a\u304b\u3063\u305f\u304b\u3089"", ""\u82e5\u5e74\u5c64\u306e\u4eba\u53e3\u304c\u6e1b\u3063\u3066\u3044\u308b\u304b\u3089"", ""\u5e02\u5834\u8abf\u67fb\u3067\u30b7\u30cb\u30a2\u5c64\u306e\u53cd\u5fdc\u304c\u826f\u3044\u3068\u308f\u304b\u3063\u305f\u304b\u3089"", ""\u5e83\u544a\u4e88\u7b97\u304c\u524a\u6e1b\u3055\u308c\u305f\u304b\u3089""]",C,「市場調査の結果を見ると、若年層よりもシニア層の反応が良いみたいなんだ」という発言が理由です。
Listening,（同上）,当初の製品コンセプトは何でしたか？,"[""\u30b7\u30cb\u30a2\u5c64\u306e\u5065\u5eb7\u7dad\u6301"", ""\u82e5\u8005\u5411\u3051\u306e\u9769\u65b0\u6027"", ""\u5bb6\u65cf\u5168\u54e1\u3067\u4f7f\u3048\u308b\u5229\u4fbf\u6027"", ""\u4f4e\u4fa1\u683c\u3067\u9ad8\u54c1\u8cea\u306a\u88fd\u54c1""]",B,女の人が「当初のコンセプトは『若者向けの革新性』でしたが」と言及しています。
Listening,（同上）,男の人はコンセプトについてどう考えていますか？,"[""\u5168\u304f\u4f7f\u3044\u7269\u306b\u306a\u3089\u306a\u3044\u3068\u8003\u3048\u3066\u3044\u308b"", ""\u30b3\u30f3\u30bb\u30d7\u30c8\u81ea\u4f53\u306f\u60aa\u304f\u306a\u3044\u3068\u8003\u3048\u3066\u3044\u308b"", ""\u82e5\u8005\u3060\u3051\u306b\u7d5e\u308b\u3079\u304d\u3060\u3068\u8003\u3048\u3066\u3044\u308b"", ""\u30c7\u30b6\u30a4\u30f3\u3088\u308a\u3082\u4fa1\u683c\u3092\u91cd\u8996\u3059\u3079\u304d\u3060\u3068\u8003\u3048\u3066\u3044\u308b""]",B,「コンセプト自体は悪くないんだが」と述べています。
Listening,（同上）,女の人はこの後、まず誰と相談しますか？,"[""\u90e8\u9577"", ""\u30b7\u30cb\u30a2\u5c64\u306e\u9867\u5ba2"", ""\u30c7\u30b6\u30a4\u30ca\u30fc"", ""\u5e02\u5834\u8abf\u67fb\u4f1a\u793e""]",C,「デザイナーと相談して…」という発言から判断します。
Listening,講師：今日は都市計画における「緑地」の役割についてお話しします。かつて、都市の緑地は単なる景観維持や住民の憩いの場として捉えられてきました。しかし、近年の異常気象やヒートアイランド現象の深刻化に伴い、その役割は「防災」や「環境調節」へとシフトしています。例えば、大規模な公園は火災の延焼を防ぐ遮断帯となりますし、地表面の温度上昇を抑える効果もあります。今後は、点在する小さな公園を「緑のネットワーク」として繋ぎ、都市全体の風の通り道を確保する設計が求められます。単に木を植えるだけでなく、どう配置するかが鍵となるのです。,この講義の主なテーマは何ですか？,"[""\u516c\u5712\u3067\u306e\u904a\u3073\u65b9\u306e\u5909\u5316"", ""\u90fd\u5e02\u8a08\u753b\u306b\u304a\u3051\u308b\u7dd1\u5730\u306e\u65b0\u3057\u3044\u5f79\u5272"", ""\u6728\u306e\u7a2e\u985e\u306b\u3088\u308b\u9632\u707d\u52b9\u679c\u306e\u9055\u3044"", ""\u30d2\u30fc\u30c8\u30a2\u30a4\u30e9\u30f3\u30c9\u73fe\u8c61\u306e\u539f\u56e0""]",B,冒頭で「都市計画における『緑地』の役割についてお話しします」と述べています。
Listening,（同上）,かつて、都市の緑地は主にどのようなものだと考えられていましたか？,"[""\u706b\u707d\u3092\u9632\u3050\u305f\u3081\u306e\u58c1"", ""\u98a8\u306e\u901a\u308a\u9053\u3092\u4f5c\u308b\u305f\u3081\u306e\u7a7a\u9593"", ""\u666f\u89b3\u7dad\u6301\u3084\u61a9\u3044\u306e\u5834"", ""\u8fb2\u4f5c\u7269\u3092\u80b2\u3066\u308b\u305f\u3081\u306e\u571f\u5730""]",C,「単なる景観維持や住民の憩いの場として捉えられてきました」という記述に基づきます。
Listening,（同上）,大規模な公園の防災上のメリットとして挙げられているのはどれか。,"[""\u6d2a\u6c34\u3092\u9632\u3050\u8caf\u6c34\u6c60\u306b\u306a\u308b"", ""\u706b\u707d\u306e\u5ef6\u713c\u3092\u9632\u3050\u906e\u65ad\u5e2f\u306b\u306a\u308b"", ""\u907f\u96e3\u6240\u3068\u3057\u3066\u306e\u98df\u6599\u3092\u84c4\u3048\u308b"", ""\u5730\u9707\u306e\u63fa\u308c\u3092\u5438\u53ce\u3059\u308b""]",B,「大規模な公園は火災の延焼を防ぐ遮断帯となります」と述べられています。
Listening,（同上）,「緑のネットワーク」を作る目的は何ですか？,"[""\u516c\u5712\u306e\u5165\u5834\u6599\u3092\u7121\u6599\u306b\u3059\u308b\u305f\u3081"", ""\u90fd\u5e02\u5168\u4f53\u306e\u98a8\u306e\u901a\u308a\u9053\u3092\u78ba\u4fdd\u3059\u308b\u305f\u3081"", ""\u73cd\u3057\u3044\u690d\u7269\u3092\u4fdd\u8b77\u3059\u308b\u305f\u3081"", ""\u5b50\u4f9b\u305f\u3061\u306e\u901a\u5b66\u8def\u3092\u5b89\u5168\u306b\u3059\u308b\u305f\u3081""]",B,「都市全体の風の通り道を確保する設計が求められます」という発言から判断します。
Listening,（同上）,今後の都市設計において「鍵」となるのは何だと述べていますか？,"[""\u690d\u3048\u308b\u6728\u306e\u6570\u3092\u5897\u3084\u3059\u3053\u3068"", ""\u6728\u3092\u3069\u306e\u3088\u3046\u306b\u914d\u7f6e\u3059\u308b\u304b\u3068\u3044\u3046\u3053\u3068"", ""\u516c\u5712\u306b\u6700\u65b0\u306e\u904a\u5177\u3092\u8a2d\u7f6e\u3059\u308b\u3053\u3068"", ""\u7dd1\u5730\u3092\u3059\u3079\u3066\u99d0\u8eca\u5834\u306b\u5909\u3048\u308b\u3053\u3068""]",B,最後の一文「どう配置するかが鍵となるのです」が根拠です。
